CUSTOMER,Chain,Store Number,SalesBro,Phase,NeedsSSMSupport,AIM Parameters::SSM Level,Retail Type,Zone,Power Rank,PowerRank Points::Points,Deliv Type,Deliv Duration,Google Maps,Deliv Notes,LineClean_Required,Billing Type,Fintech Name,TABC Permit,Tax ID,RITS Name,Street,City,ZIP,Is Distributor,Is Distro,iControl Name,2019 Sales,2020 Sales,Artificially Annualized Full Year 2020 Sales,% Growth 2020 over 2019
Kroger - West Park 000481,Kroger,481,L,86,No,None,F,14,X,0,G,22,"4836 W Park Ave, Plano, TX 75023",,No,Fintech,Kroger - West Park 000481,BQ928337,13116785307,Kroger - West Park 000481,4836 W Park,Plano,75023,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Minyard Sun Fresh - Dallas Uptown,Minyard,,L,86,No,,B,6,X,0,G,18,"3524 McKinney Ave, Dallas, TX 75204",,No,Fintech,Minyard Sun Fresh - Dallas Uptown,BG912978,14508853752,Minyard Sun Fresh - Dallas Uptown,3524 McKinney Ave,Dallas,75204,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Munzee Marketplace,None, ,L,86,No,,F,13.5,CO2,0.5,L,18,"111 East Virginia St McKinney , TX 75069", ,No,Fintech,Green Pin Services,BQ906522,14542690277,Munzee Inc,111 East Virginia St,McKinney,75069,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Allen Wickers,None, ,L,86,No,,N,13,X,0,R,18,"901 LOCUST ST Perry , TX 73077", ,No,COD,,RM755527,32041895221,The Allen Wickers,901 LOCUST ST,Perry,73077,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Black Eyed Pea - Plano 15th Street,None, ,L,86,No,,N,13,X,0,R,18,"605 West 15th Street Plano , TX 75075", ,No,COD,,RM628584,32004948298,Black Eyed Pea - Plano 15th Street,605 West 15th Street,Plano,75075,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Black Eyed Pea - Plano Preston,None, ,L,86,No,,N,13,X,0,R,18,"1905 Preston Road Plano , TX 75093", ,No,COD,,RM621293,17514683881,Black Eyed Pea - Plano Preston,1905 Preston Road,Plano,75093,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Cellarman's - Sherman,None, ,L,86,No,,N,13.5,X,0,L,18,"2130 TEXOMA PARKWAY Sherman , TX 75090",,No,COD,,N 440140,0,Cellarman's - Sherman,2130 TEXOMA PARKWAY,Sherman,75090,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Joe's Fast Lane,None, ,L,86,No,,F,8,X,0,L,18,"1234 S BROADWAY STREET
SULPHUR SPRINGS, TX 75482 Suplhur Springs , TX 75482", ,No,COD,,BF828024,32047252385,Joes Fast Lane,"1234 S BROADWAY STREET
SULPHUR SPRINGS, TX 75482",Suplhur Springs,75482,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Minyard - McKinney,Minyard, ,L,86,No,,F,13.5,X,0,G,18,"3001 Hardin Blvd. McKinney , TX 75070", ,No,COD,,BQ563674,,Tom Thumb - McKinney 3573,3001 Hardin Blvd.,McKinney,75070,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
PK's - Mockingbird,PK's, ,L,86,No,,F,6,CO1,1,L,18,"6465 E. Mockingbird Lane Dallas , TX 75214",,No,COD,,BF753952,17515620403,PK’s Fine Wine and Spirits,6465 E. Mockingbird Lane,Dallas,75214,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Rudy's - Allen,None, ,L,86,No,,N,13,X,0,R,18,"1790 North Central Expressway Allen , TX 75013", ,No,COD,,RM775522,32002026477,Rudy's Allen,1790 North Central Expressway,Allen,75013,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Goody Goody - Greenville 2,Goody Goody, ,L,86,No,,F,6,X,0,AD,18,"7610 Greenville Ave Dallas , TX 75231",,No,EFT,, NEED,0, NEED,7610 Greenville Ave,Dallas,75231,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Goody Goody - King William,Goody Goody, ,L,86,No,,F,6,X,0,AD,18,"10741 King William Dr. Dallas , TX 75220", ,No,EFT,,BF478384,17513185730,Goody Goody,10741 King William Dr.,Dallas,75220,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Pappadeaux - Richardson,Pappa's, ,L,86,No,,N,10.5,X,0,R,18,"725 S Central Expwy Richardson , TX 75080", ,No,Fintech,Pappadeaux - Richardson,RM574093,17601930666,Pappadeaux - Richardson,725 S Central Expwy,Richardson,75080,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Ringo's,None, ,L,86,No,,N,13,X,0,B,18,"5865 KINCAID ROAD SUITE E14 Plano , TX 75024", ,No,Fintech,Ringo's,N 723607,12645967881,Ringo's Pub,5865 KINCAID ROAD SUITE E14,Plano,75024,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Sigel's - Anna,Sigel's, ,L,86,No,,F,13,X,0,L,18,"801 County Road 286 Anna, TX 75409 Anna , TX 75409", ,No,Fintech,Sigel's - Anna,PH,17525859447,Sigel's - Anna,"801 County Road 286 Anna, TX 75409",Anna,75409,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Live Oak Liquor - Dallas,None,,L,86,No,,F,8,CO1,1,L,18,4102 Live Oak St Dallas TX 75204,,No,COD,,P 872584,32043829905,Live Oak Liquor - Dallas,4102 Live Oak St,Dallas,75204,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Albertsons - McKinney 0296,Albertsons,4296,L,86,Yes,Mon - SalesVisit,F,13.5,X,0,G,30,"6800 W. Virginia Parkway Mc Kinney, TX 75069",,No,COD,,BQ274202,18201844349,Albertsons - McKinney 0296,6800 W. Virginia Parkway,Mc Kinney,75069,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Albertsons - Murphy 4101,Albertsons,4101,L,86,No,,F,10.5,X,0,G,30,"150 E FM 544 Murphy, TX 75094",,No,COD,,BQ650423,18201844349,Albertsons - Murphy 4101,150 E FM 544,Murphy,75094,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Richardson Food Truck Park,None,,L,86,No,,N,10.5,X,0,B,18,"522 Bishop Avenue Richardson, TX 75081",,No,Fintech,Richardson Food Truck Park,N 914710,32056901807,Richardson Food Truck Park,522 Bishop Avenue,Richardson,75081,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Ashwood - Sherman,None,,L,86,No,,N,13.5,X,0,G,18," 2913 Overland Trail Sherman , TX ",,No,,,,,, 2913 Overland Trail,Sherman,,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Standard Service - Rockwall,None,,L,86,No,,N,8.5,X,0,R,25,"760 W Ralph Hall Pkwy, Rockwall, TX 75032",,No,COD,,RM931943,32057619283,Standard Service - Rockwall,760 W Ralph Hall Pkwy,Rockwall,75032,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Shop Smoke N Beverage,None,,L,86,No,,F,13,CO3,0.25,L,15,"2001 W Spring Creek Pkwy, Plano, TX 75023",,No,COD,,BF892652,32055494267,Shop Smoke N Beverage,2011 W Spring Creek Prkwy Suite #50,Plano,75023,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Fort Worth Zoo - Culinaire of Texas,None,,S,0,No,,X,1,X,0,AD,20,"1895 Colonial Pkwy, Fort Worth, TX 76110","To get to 4B, coming off of University, take a left onto Colonial Parkway and you will start seeing entrances to parking lots and gates on your right. 

They want to go to the 4th Entrance, which is Gate 4B.  There is a call box outside the gate.  Let Security know that you are with Martin House and delivering to me (Ashley McIntyre). 

Once the gate is open, drive straight.  You will see a construction trailer on your right followed by some barns and the road will curve around,  keep following, right after the curve there will be a brown building on your left and then the next green building on your right after that is the kitchen. 

Follow just past that and you will curve again.  Big stage will be on your right and some big green containers on your left.  We will meet the driver at the container right next to the white restroom trailer to unload into our refrigerated container.",No,Fintech,Fort Worth Zoo - Culinaire of Texa,MB608184,17523726846,Fort Worth Zoo - Culinaire of Texas,1895 Colonial Parkway,Fort Worth,76110,No,Martin House,, $768 , $-   , $-   ,Lost Customer in 2020
Legacy Marketing Partners,None,,S,0,No,,F,101,X,0,AD,30,"1213 W 6th St, Austin, TX 78703","PUBLIC STORAGE
Anna Osborne - 404.561.5260 is contact.",No,COD,,X123456,12345678901,Legacy Marketing Partners,1213 W 6th St,Austin,78703,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Ben E. Keith - Austin,None, ,S,0,No,,F,103,CO2,0.5,AD,18," 4101 McKinney Falls Pkwy, Austin, TX 78744", ,No,Fintech, ,XX123456,10987654321,Ben E Keith Beverage,4101 McKinney Falls Pkwy, Austin,78744,No,"""Martin House""",, $-   , $-   , $-   ,No 2019 Sales
Brew Ha Ha Productions,None,,S,1,No,,X,1,X,0,AD,20,"395 Purcey St, Fort Worth, TX 76102",,No,COD,,X123456,12345678901,Brew Ha Ha Productions,395 Purvey St,Fort Worth,76102,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
CBD Provisions,None, ,W,0,No,,N,6,V3,1,AD,18,"1530 MAIN STREET DALLAS , TX 75201",Delivery through Joule hotel. Side street entrance,Yes,Fintech,CBD Provisions,MB837898,32050165573,CBD Provisions,1530 MAIN STREET,DALLAS,75201,No,Martin House,, $275 , $(35), $(105),Lost Customer in 2020
Go 4 It Sports Grill,None, ,W,86,No,,N,8,V3,1,B,18,"10677 Northwest Hwy, Dallas, TX 75238",,No,COD,,BG123456,12345678901,"Go 4 It Sports Grill
","220 South Sylvania, Fort Worth, TX 76111",FORT WORTH,76111,No,Martin House,, $590 , $(70), $(210),Lost Customer in 2020
Katy Trail Ice House,None, ,W,1,No,,N,6,V2,2,G,18,"3136B Routh St Dallas , TX 75201",KATY TRAIL ICE HOUSE ,No,Fintech,Katy Trail Ice House,MB956153,12738597470,Katy Trail Ice House,3136B Routh St,Dallas,75201,No,Martin House,, $970 , $(105), $(315),Lost Customer in 2020
Parker Barrows,None,,W,0,No,,N,7,CO3,0.25,B,18,"344 W Davis St, Dallas, TX 75208",,No,COD,,RM920356,32056380689,Parker - Barrows,334 W Davis St,Dallas,75208,No,Martin House,," $1,904 ", $40 , $120 ,-94%
Dallas Grilled Cheese,None, ,W,0,No,,N,7,CO3,0.25,R,18,"310 West 7th Street Dallas , TX 75208",,Yes,Fintech,Dallas Grilled Cheese - 7th Street,RM891491,32053564525,Dallas Grilled Cheese,310 West 7th Street,Dallas,75208,No,Martin House,," $1,301 ", $32 , $96 ,-93%
LUCK,None, ,W,86,No,,N,7,V1,4,R,18,"3011 Gulden Ln. #112 Dallas , TX 75212",,No,Fintech,Luck,RM850861,32050503203,LUCK - LOCAL URBAN CRAFT KITCHEN,3011 Gulden Ln. #112,Dallas,75212,No,Martin House,," $11,750 ", $345 ," $1,035 ",-91%
Alamo Drafthouse - Cedars,Alamo Drafthouse, ,W,0,No,,N,7,CO3,0.25,R,18,"1005 S Lamar St, Dallas, TX 75215",Side door,No,Fintech, Alamo Drafthouse - Dallas ,MB934132,32054879138,Alamo Drafthouse - Cedars,1005 S Lamar St,Dallas,75215,No,Martin House,," $4,730 ", $155 , $465 ,-90%
Angry Dog,None, ,W,0,No,,N,7,CO3,0.25,R,18,"2726 COMMERCE DALLAS , TX 75226",front door delivery,No,COD,,MB216388,17523223695,Angry Dog,2726 COMMERCE,DALLAS,75226,No,Martin House,," $2,286 ", $109 , $327 ,-86%
Target - Mansfield 1536,Target,1536,W,0,Yes,Weekend Inv - As Needed,F,9.5,V3,1,G,20,"1801 U.S. 287 Frontage Rd, Mansfield, TX 76063",,No,Fintech,Target - Mansfield 1536,BQ614948,14102151702,Target - Mansfield 1536,1801 U.S. 287 Frontage Rd,Mansfield,76063,No,Martin House,," $1,224 ", $64 , $192 ,-84%
BFF - Lamar,None, ,W,0,No,,N,9,V3,1,R,18,"2150 E LAMAR BOULEVARD #100 Arlington , TX 76006",,Yes,COD,,RM885428,32054517464,BFF - Lamar,2150 E LAMAR BOULEVARD #100,Arlington,76006,No,Martin House,, $790 , $45 , $135 ,-83%
Easy Slider - Deep Ellum,None,,W,0,No,,N,7,CO3,0.25,R,20,"2701 Main St, Dallas, TX 75226",Park out front. Deliver through front door. ,No,COD,,MB965562,32056831418,Easy Slider - Deep Ellum,2701 Main St,Dallas,75226,No,Martin House,," $2,795 ", $192 , $576 ,-79%
PS214,None, ,W,0,No,,N,6,CO3,0.25,R,18,"3700 McKinney Ave #148 Dallas , TX 75204",,No,Fintech,PS 214,MB894786,32054485738,PS214,3700 McKinney Ave #148,Dallas,75204,No,Martin House,, $898 , $64 , $192 ,-79%
Whistle Britches,None,,W,0,No,,N,10,CO3,0.25,R,25,"6110 Frankford Rd, Dallas, TX 75252",,No,Fintech,Whistle Britches Chicken,RM896002,32059537533,Whistle Britches,6110 Frankford Rd,Dallas,75252,No,Martin House,, $416 , $32 , $96 ,-77%
Sandbar Cantina,None, ,W,0,No,,N,7,CO3,0.25,R,18,"317 S 2nd Ave. Dallas, TX 75226", ,No,COD, ,MB802527,32045004267,Sandbar Cantina,317 S 2nd Ave.,Dallas,75226,No,Martin House,," $1,525 ", $125 , $375 ,-75%
Albertsons - Arlington 3042,Albertsons,3042,W,0,Yes,Weekend Inv - As Needed,F,9.5,V2,2,G,30,"6220 Highway 287 Arlington, TX 76017",,No,COD,,BQ576525,18201844349,Albertsons - Arlington 3042,6220 U S Hwy 287,Arlington,76017,No,Martin House,," $3,460 ", $288 , $864 ,-75%
Hideaway On Henderson,None,,W,0,No,,B,8,CO3,0.25,B,20,"2405 N Henderson Ave, Dallas, TX 75206",,No,COD,,MB943988,32064942777,HIDE HENDERSON LLC,"2405 N Henderson Ave, Dallas, TX 75206",Dallas,75206,No,Martin House,," $1,142 ", $96 , $288 ,-75%
Sundown at Granada,None, ,W,0,No,,N,6,CO3,0.25,B,18,"3520 Greenville Dallas , TX 75206",Never before 3pm,No,Fintech,Sundown At Granada,MB790957,32045299172,Sundown at Granada,3520 Greenville,Dallas,75206,No,Martin House,," $1,816 ", $157 , $471 ,-74%
Arlington Liquor,None,,W,0,No,,F,9,V3,1,L,20,"426 E Lamar Blvd #100, Arlington, TX 76011",,No,COD,,BF909247,32056732616,Arlington Liquor,426 E Lamar Blvd,Arlington,76011,No,"""Martin House""",," $1,400 ", $128 , $384 ,-73%
Heights - Dallas,None,,W,0,No,,N,8,CO3,0.25,R,18,"2015 Abrams Road Dallas, TX 75214",,No,COD,,MB905202,32056220901,Heights - Dallas,2015 Abrams Road,Dallas,75214,No,Martin House,, $336 , $32 , $96 ,-71%
JR Bentley's,None, ,W,0,No,,N,9,CO3,0.25,R,18,"406 W Abram St, Arlington, TX 76010",,Yes,COD,,MB578811,12022281229,JR Bentley's,406 W Abrams St,Arlington,76010,No,Martin House,, $320 , $32 , $96 ,-70%
Old Crow,None,,W,0,No,,N,6,CO3,0.25,B,18,"1911 Greenville Ave, Dallas, TX 75206",,No,COD,,MB401952,17526699594,Old Crow,1911 Greenville Ave,Dallas,75206,No,Martin House,, $927 , $96 , $288 ,-69%
Stan's Blue Note,None,,W,1,No,,N,6,CO3,0.25,B,18,"2908 Greenville Ave, Dallas, TX 75206",,Yes,Fintech,Stan's Blue Note,MB949578,32059582323,Stan's Blue Note,2908 Greenville Ave,Dallas,75206,No,Martin House,, $856 , $90 , $270 ,-68%
Tom Thumb - Arlington Park Row 3617,Tom Thumb,3617,W,0,Yes,Weekend Inv - As Needed,F,9,V2,2,G,18,"2611 West Park Row, Arlington, TX 76013",,No,COD,,BQ580481,17606039679,Tom Thumb - Arlington Park Row 3617,2611 West Park Row,Arlington,76013,No,Martin House,, $608 , $64 , $192 ,-68%
Kroger - Arlington Lamar 000543,Kroger,543,W,0.5,Yes,None,F,9,X,0,G,18,"945 W. Lamar Arlington , TX 76012",,No,Fintech,Kroger - 000543 Arlington Lamar,BQ578689,13116785307,Kroger,945 W. Lamar,Arlington,76012,No,Martin House,," $2,108 ", $224 , $672 ,-68%
Albertsons - Arlington Cooper,Albertsons,4163,W,0,Yes,Weekend Inv - As Needed,F,9,V3,1,G,30,"5950 South Cooper Arlington, TX 76017",,No,COD,,BQ611362,18201844349,Albertsons - Arlington 4163,5950 South Cooper,Arlington,76017,No,Martin House,, $600 , $64 , $192 ,-68%
Twilite Lounge,None, ,W,0,No,,N,7,CO3,0.25,L,18,"2640 Elm Street Dallas , TX 75226",,No,COD,,MB840790,32042499676,Twilite Lounge,2640 Elm Street,Dallas,75226,No,Martin House,," $3,087 ", $336 ," $1,008 ",-67%
Ozzie Rabbit Lodge,None, ,W,0,No,,N,9,CO3,0.25,R,18,"6463 E LANCASTER AVENUE FORT WORTH , TX 76112",,Yes,COD,,MB638079,14709122890,Ozzie Rabbit Lodge,6463 E LANCASTER AVENUE,FORT WORTH,76112,No,Martin House,, $832 , $96 , $288 ,-65%
Stirr,None,,W,0,No,,N,7,V3,1,AD,20,"2803 Main St #110, Dallas, TX 75226",,No,Fintech,Stirr,MB960754,32059121031,Stirr,2803 Main St #110,Dallas,75226,No,Martin House,," $2,002 ", $237 , $711 ,-64%
Barley House,None, ,W,0,No,,N,8,CO3,0.25,L,18,"5612 SMU BOULEVARD DALLAS , TX 75206",,No,Fintech,Barley House,MB575635,18707357200,Barley House on Yale,5612 SMU BOULEVARD,DALLAS,75206,No,Martin House,," $1,873 ", $227 , $681 ,-64%
18th and Vine,None,1,W,0,No,None,N,6,CO3,0.25,R,18,"4100 Maple Ave Dallas, TX 75219",Side door,No,Fintech,18th and Vine,RM914472,32039323574,18th and Vine,4100 Maple Ave,Dallas,75219,No,Martin House,, $248 , $32 , $96 ,-61%
Ginger Man - Dallas,Ginger Man, ,W,0,No,,N,6,CO3,0.25,L,18,"2718 BOLL STREET DALLAS , TX 75206",,No,Fintech,Ginger Man - Dallas,BG536463,30113225871,The Gingerman,2718 BOLL STREET,DALLAS,75206,No,Martin House,," $1,177 ", $152 , $456 ,-61%
Christies Sports Bar,None,,W,0,No,,N,6,CO3,0.25,R,15,"2811 McKinney Ave #22, Dallas, TX 75204",Park behind bar in garage if needed,No,COD,,MB226117,17523924110,Christies Sports Bar,2811 McKinney Ave #22,Dallas,75204,No,Martin House,, $724 , $96 , $288 ,-60%
Off the Record,None,,W,0,No,,N,7,CO2,0.5,B,15,"2716 Elm St, Dallas, TX 75226",Deliver through Front door. 3pm Wed. 4:30 Friday. ,No,COD,,MB766173,32042463847,Off the Record,2716 Elm St,Dallas,75226,No,Martin House,," $3,058 ", $406 ," $1,218 ",-60%
Bryan Street Tavern,None, ,W,0,No,,N,8,CO3,0.25,B,18,"4315 BRYAN STREET DALLAS , TX 75204",Check for empties out back,Yes,Fintech,Bryan Street Tavern - Dallas,MB804129,32042628795,Bryan Street Tavern,4315 BRYAN STREET,DALLAS,75204,No,Martin House,," $1,310 ", $185 , $555 ,-58%
Shady's Burgers - Dallas,None,,W,0,No,,N,8,CO3,0.25,R,18,"9661 AUDELIA RD, Dallas, TX, 75238",Before 10:30 or 2-4pm. ,No,Fintech,Shady's Burgers - Dallas,RM833176,32058745848,Shady's Burgers - Dallas,9661 Audelia Rd,Dallas,75238,No,Martin House,," $1,500 ", $212 , $636 ,-58%
On Tap - Arlington,None,,W,0,No,,B,9,V1,4,B,25,"200 N. Mesquite Street, Arlington, TX 76011",,Yes,COD,,BG930162,32055936739,On Tap - Arlington,200 N Mesquite St,Arlington,76011,No,Martin House,," $4,476 ", $633 ," $1,899 ",-58%
Tutta's,None,,W,0,No,,N,7,CO3,0.25,AD,20,"1701 N Market St #110, Dallas, TX 75202",,No,Fintech,Tuttas,MB930208,32048513884,Tutta's,1701 N Market St #110,Dallas,75202,No,Martin House,, $448 , $64 , $192 ,-57%
2911 Main Ltd,None,,W,0,No,,N,8,CO3,0.25,B,10,"2911 MAIN STREET, DALLAS, TX 75226",Txt Corey 15-20 min before you get there. ,No,COD,,MB878484,32054157626,2911 Main Ltd,2911 Main Street,Dallas,75226,No,Martin House,, $448 , $64 , $192 ,-57%
Three Links,None, ,W,0,No,,N,7,CO3,0.25,L,18,"2704 Elm Street Dallas , TX 75214",,Yes,COD,,MB836401,32049817755,Three Links,2704 Elm Street,Dallas,75214,No,Martin House,," $2,873 ", $411 ," $1,233 ",-57%
Laurel Tavern,None,,W,0,No,,N,6,CO3,0.25,B,18,"1920 Greenville Ave. Dallas, TX 75206",,Yes,Fintech,Laurel Tavern - Dallas,MB1006175,32062410090,Laurel Tavern,1920 Greenville Ave,Dallas,75206,No,Martin House,," $3,455 ", $499 ," $1,497 ",-57%
Libertine Bar,None, ,W,0,No,,N,8,CO3,0.25,B,18,"2101 GREENVILLE AVENUE DALLAS , TX 75206",,No,COD,,MB632196,10207752964,Libertine,2101 GREENVILLE AVENUE,DALLAS,75206,No,Martin House,," $5,917 ", $863 ," $2,589 ",-56%
Inwood Tavern,None,,W,0,No,,N,8,CO3,0.25,B,20,"7717 Inwood Rd, Dallas, TX 75209",,Yes,Fintech,Inwood Tavern - Dallas,MB879767,32053230234,WF Inwood Tavern,7717 Inwood Rd,Dallas,75209,No,"""Martin House""",," $2,117 ", $311 , $933 ,-56%
HG Sply,None, ,W,0,No,,N,6,CO3,0.25, ,20,"2008 Greenville Ave. Dallas , TX 75206",,No,Fintech,HG Supply,MB828661,32049140745,HG Sply,2008 Greenville Ave.,Dallas,75206,No,Martin House,," $2,450 ", $360 ," $1,080 ",-56%
Velvet Taco - Greenville,Velvet Taco,,W,0,No,,N,8,CO1,1,AD,18,"4622 Greenville Ave, Dallas, TX 75206",,No,Fintech,Velvet Taco - Greenville,MB999982,32064525671,Velvet Taco - Greenville,4622 Greenville Ave,Dallas,75206,No,Martin House,," $4,595 ", $676 ," $2,028 ",-56%
Henderson Tap House,None, ,W,0,No,,N,6,CO3,0.25,B,18,"2323 N Henderson Ave Dallas , TX 75206",,No,COD,,MB864159,32051830217,Henderson Tap House,2323 N Henderson Ave,Dallas,75206,No,Martin House,," $3,782 ", $570 ," $1,710 ",-55%
Goodfriend Package - Dallas,None,,W,0,No,,F,8,V3,1,L,18,"1155 PEAVY ROAD DALLAS , TX 75218",,No,COD,,BQ5157568,32048188596,Goodfriend Package - Dallas,1155 Peavy Road,Dallas,75218,No,Martin House,," $1,548 ", $236 , $708 ,-54%
Torchy's Tacos - SMU,Torchy's Tacos, ,W,0,No,,N,8,CO3,0.25,R,18,"5600 SMU BLVD. DALLAS, TEXAS 75206",,Yes,Fintech,Torchy's Tacos - SMU,RM812781,32033248629,Torchy's Tacos - SMU,5600 SMU Blvd,Dallas,75206,No,Martin House,," $3,125 ", $500 ," $1,500 ",-52%
Target - Arlington Arbrook 1339,Target,1339,W,0,Yes,Weekend Inv - Weekly,F,9,V2,2,G,20,"1600 W Arbrook Blvd, Arlington, TX 76015",,No,Fintech,Target - Arlington Arbrook 1339,BQ579246,14102151702,Target - Arlington Arbrook,1600 W Arbrook Blvd,Arlington,76015,No,Martin House,," $2,372 ", $380 ," $1,140 ",-52%
Monkey King Noodle Co - Deep Ellum,None,,W,0,No,,N,7,CO2,0.5,X,18,"2933 Main St, Dallas, TX 75226",,No,Fintech,Monkey King Noodle Co - Deep Ellum,BG941281,32057631908,Monkey King Noodle Co - Deep Ellum,2933 Main St,Dallas,75226,No,Martin House,, $792 , $128 , $384 ,-52%
On Rotation,None, ,W,0,No,,N,8,CO3,0.25,L,18,"7328 Gaston Ave Dallas , TX 75214",Bar is up hill and across from the ufc gym,No,COD,,BG891647,32050975237,On Rotation,7328 Gaston Ave,Dallas,75214,No,Martin House,," $3,490 ", $575 ," $1,725 ",-51%
Foundry,None, ,W,0,No,,N,7,CO3,0.25,S,18,"2303 Pittman St Dallas , TX 75208","Deliver between 3-5pm only
Check for empties. Bring extra invoice. They keep 2. Check for empties out back",Yes,COD,,N 903961,32008179510,"Foundery, Pittman Ave Club",2303 Pittman St,Dallas,75208,No,Martin House,," $5,240 ", $865 ," $2,595 ",-50%
Torchy's Tacos - Forest Lane,Torchy's Tacos,,W,0,No,,N,6,CO3,0.25,R,18,"5921 Forest Lane Dallas, TX 75230",,Yes,Fintech,Torchy's Tacos - Forest Lane,BG913752,32033248629,Torchy's Tacos - Forest Lane,5921 Forest Lane,Dallas,75230,No,Martin House,," $1,760 ", $300 , $900 ,-49%
Eastbound and Down Icehouse,None,,W,0,No,,N,7,CO3,0.25,B,18,"3826 Ross Ave, Dallas, TX 75204",,No,COD,Eastbound and Down Icehouse,MB939927,32058732416,Eastbound and Down Icehouse,3826 Ross Ave,Dallas,75204,No,Martin House,," $1,400 ", $240 , $720 ,-49%
Golf Center of Arlington,None,,W,0,No,,N,9,V2,2,AD,15,"1301 NE Green Oaks Blvd, Arlington TX 76006",,No,COD,,BG873219,32052263079,Golf Center of Arlington,1301 NE Green Oaks BLVD,Arlington,76006,No,Martin House,," $1,105 ", $192 , $576 ,-48%
Cold Beer Company,None, ,W,0,No,,N,7,CO3,0.25,B,18,"3600 Main St Dallas , TX 75226",,No,COD,,MB871711,32051348509,Cold Beer Company,3600 Main St,Dallas,75226,No,Martin House,," $4,377 ", $762 ," $2,286 ",-48%
Albertsons - Fort Worth 4272,Albertsons,4272,W,0,Yes,Weekend Inv - As Needed,F,9,V2,2,G,18,"850 E Loop 820 Fort Worth, TX 76112",Money Order for Payment,No,COD,,MB123456,18201844349,Albertsons- Fort Worth 4272,850 E Loop 820,Fort Worth,76112,No,Martin House,," $1,560 ", $276 , $828 ,-47%
Old Monk,None, ,W,0,No,,N,6,CO3,0.25,B,18,"2847 N HENDERSON AVENUE DALLAS , TX 75206",,No,Fintech,Old Monk,MB427586,17527428225,Old Monk,2847 N HENDERSON AVENUE,DALLAS,75206,No,Martin House,," $1,695 ", $301 , $903 ,-47%
Babb Brothers BBQ & Blues,None,,W,0,No,,N,7,CO3,0.25,R,18,"3015 Gulden Ln #105, Dallas, TX 75212",,No,Fintech,Babb Brothers BBQ & Blues,RM826190,32049215570,Babb Brothers BBQ & Blues,3015 Gulden Ln #105,Dallas,75212,No,"""Martin House""",," $1,036 ", $184 , $552 ,-47%
British Beverage Company,None, ,W,86,No,,N,6,CO3,0.25,B,19,"2800 Routh Dallas , TX 75201",,Yes,Fintech,British Beverage,MB1045542,32044872524,British Beverage Company,2800 Routh,Dallas,75201,No,Martin House,," $1,881 ", $339 ," $1,017 ",-46%
Truckyard,None, ,W,0,No,,N,8,CO3,0.25,R,18,"5624 Sears St Dallas , TX 75206",Deliver through that front employees only door by ice cream,No,Fintech,Truck Yard,MB843941,32044463423,Truckyard,5624 Sears St,Dallas,75206,No,Martin House,," $10,126 "," $1,828 "," $5,484 ",-46%
Torchy's Tacos - N Arlington,Torchy's Tacos,,W,0,No,,N,9,CO3,0.25,R,18,"1805 N Collins St, Arlington, TX 76011",,Yes,Fintech,Torchys Tacos - N Arlington,MB991004,32033248629,Torchy's Tacos - N Arlington,1805 N. Collins St,Arlington,76011,No,Martin House,," $1,705 ", $310 , $930 ,-45%
